Số báo danh,Mã tỉnh,Toán,Ngữ văn,Ngoại ngữ,Vật lý,Hóa học,Sinh học,Lịch sử,Địa lý,Tin học,CN Công nghiệp,CN Nông nghiệp,GD Kinh tế và Pháp luật,Tổng điểm
31007640,QUẢNG BÌNH,6.75,8.0,,,7.0,6.1,,,,,,,19.85
31007651,QUẢNG BÌNH,7.0,7.25,,,6.25,8.5,,,,,,,21.75
31007669,QUẢNG BÌNH,7.0,5.5,,,4.85,5.75,,,,,,,17.6
31007680,QUẢNG BÌNH,7.5,8.0,,,9.25,6.25,,,,,,,23.0
31007745,QUẢNG BÌNH,4.85,8.5,,,4.75,4.45,,,,,,,14.05
31007753,QUẢNG BÌNH,7.5,4.75,,,9.25,6.25,,,,,,,23.0
31007765,QUẢNG BÌNH,5.0,9.0,,,4.75,7.1,,,,,,,16.85
31007774,QUẢNG BÌNH,9.0,6.75,,,9.75,9.25,,,,,,,28.0
31007795,QUẢNG BÌNH,8.25,7.0,,,8.5,7.5,,,,,,,24.25
31007815,QUẢNG BÌNH,7.5,6.5,,,8.5,7.5,,,,,,,23.5
31007830,QUẢNG BÌNH,5.25,,,,6.75,6.85,,,,,,,18.85
31007832,QUẢNG BÌNH,6.25,6.75,,,6.5,6.75,,,,,,,19.5
31007840,QUẢNG BÌNH,5.25,8.5,,,7.25,6.0,,,,,,,18.5
31007841,QUẢNG BÌNH,6.0,8.0,,,7.0,7.25,,,,,,,20.25
31007852,QUẢNG BÌNH,4.6,6.75,,,5.75,4.25,,,,,,,14.6
31007854,QUẢNG BÌNH,4.6,6.5,,,6.1,6.5,,,,,,,17.2
31007857,QUẢNG BÌNH,8.5,8.5,,,9.0,7.75,,,,,,,25.25
31007869,QUẢNG BÌNH,6.75,6.25,,,5.0,8.0,,,,,,,19.75
31007882,QUẢNG BÌNH,4.25,8.0,,,4.1,6.1,,,,,,,14.45
31007910,QUẢNG BÌNH,6.0,7.25,,,7.0,7.5,,,,,,,20.5
31007915,QUẢNG BÌNH,6.5,5.0,,,6.25,7.6,,,,,,,20.35
31007942,QUẢNG BÌNH,6.0,7.5,,,7.5,6.5,,,,,,,20.0
31007943,QUẢNG BÌNH,5.5,7.75,,,5.5,6.75,,,,,,,17.75
31007944,QUẢNG BÌNH,4.75,8.25,,,4.85,4.6,,,,,,,14.2
31007950,QUẢNG BÌNH,6.25,7.25,,,6.85,7.25,,,,,,,20.35
31007964,QUẢNG BÌNH,6.5,6.5,,,5.75,3.55,,,,,,,15.8
31007982,QUẢNG BÌNH,4.6,7.5,,,7.5,6.75,,,,,,,18.85
31008005,QUẢNG BÌNH,5.75,7.5,,,6.75,5.1,,,,,,,17.6
31008026,QUẢNG BÌNH,4.6,6.5,,,5.25,5.75,,,,,,,15.6
31008030,QUẢNG BÌNH,5.25,7.25,,,7.5,6.5,,,,,,,19.25
31008032,QUẢNG BÌNH,5.25,5.0,,,6.75,6.5,,,,,,,18.5
31008044,QUẢNG BÌNH,3.1,7.75,,,4.25,6.35,,,,,,,13.7
31008064,QUẢNG BÌNH,5.5,6.0,,,6.25,6.5,,,,,,,18.25
31008083,QUẢNG BÌNH,5.35,,,,7.75,7.0,,,,,,,20.1
31008126,QUẢNG BÌNH,3.75,7.75,,,4.0,6.5,,,,,,,14.25
31008136,QUẢNG BÌNH,5.75,8.0,,,4.85,5.25,,,,,,,15.85
31008151,QUẢNG BÌNH,7.25,7.5,,,8.0,8.0,,,,,,,23.25
31008187,QUẢNG BÌNH,2.2,8.0,,,4.2,4.75,,,,,,,11.15
31008190,QUẢNG BÌNH,3.85,7.75,,,3.25,4.35,,,,,,,11.45
31008293,QUẢNG BÌNH,5.0,5.5,,,4.7,5.6,,,,,,,15.299999999999999
31008305,QUẢNG BÌNH,6.5,7.75,,,6.25,7.1,,,,,,,19.85
31008334,QUẢNG BÌNH,4.1,5.75,,,3.0,6.35,,,,,,,13.45
31008357,QUẢNG BÌNH,3.45,7.5,,,2.95,3.85,,,,,,,10.25
31008435,QUẢNG BÌNH,4.25,4.75,,,2.75,5.75,,,,,,,12.75
31008535,QUẢNG BÌNH,5.35,7.5,,,5.75,5.75,,,,,,,16.85
31008544,QUẢNG BÌNH,4.0,6.0,,,3.85,4.35,,,,,,,12.2
31008580,QUẢNG BÌNH,4.75,7.25,,,4.1,6.35,,,,,,,15.2
31008586,QUẢNG BÌNH,5.25,7.5,,,5.0,5.85,,,,,,,16.1
31008602,QUẢNG BÌNH,3.95,6.25,,,3.25,4.75,,,,,,,11.95
31008610,QUẢNG BÌNH,6.0,6.25,,,3.45,6.0,,,,,,,15.45
31008660,QUẢNG BÌNH,4.85,6.75,,,6.0,6.35,,,,,,,17.2
31008749,QUẢNG BÌNH,3.6,7.5,,,5.0,6.6,,,,,,,15.2
31008755,QUẢNG BÌNH,5.0,7.0,,,5.0,6.1,,,,,,,16.1
31008762,QUẢNG BÌNH,6.0,6.5,,,7.25,6.25,,,,,,,19.5
31008789,QUẢNG BÌNH,5.5,6.75,,,6.5,5.1,,,,,,,17.1
31008909,QUẢNG BÌNH,8.0,6.5,,,8.0,8.25,,,,,,,24.25
31008952,QUẢNG BÌNH,5.0,6.75,,,5.75,6.1,,,,,,,16.85
31008965,QUẢNG BÌNH,7.25,7.5,,,9.0,6.5,,,,,,,22.75
31008997,QUẢNG BÌNH,5.25,7.5,,,4.35,5.1,,,,,,,14.7
31009041,QUẢNG BÌNH,4.85,5.75,,,3.85,4.85,,,,,,,13.549999999999999
31009112,QUẢNG BÌNH,5.75,7.5,,,8.0,7.75,,,,,,,21.5
31009124,QUẢNG BÌNH,4.5,5.75,,,3.95,6.0,,,,,,,14.45
31009147,QUẢNG BÌNH,5.6,4.5,,,5.75,5.75,,,,,,,17.1
31009155,QUẢNG BÌNH,5.75,8.0,,,7.75,9.5,,,,,,,23.0
31009160,QUẢNG BÌNH,6.5,6.75,,,5.0,5.75,,,,,,,17.25
31009187,QUẢNG BÌNH,2.6,7.5,,,4.35,6.0,,,,,,,12.95
31009190,QUẢNG BÌNH,5.35,7.0,,,7.0,6.25,,,,,,,18.6
31009194,QUẢNG BÌNH,7.5,7.5,,,8.5,7.75,,,,,,,23.75
31009216,QUẢNG BÌNH,6.5,6.75,,,9.5,7.75,,,,,,,23.75
31009240,QUẢNG BÌNH,4.75,7.0,,,5.0,5.6,,,,,,,15.35
31009244,QUẢNG BÌNH,5.95,,,,7.75,6.75,,,,,,,20.45
31009246,QUẢNG BÌNH,4.7,7.5,,,7.0,5.25,,,,,,,16.95
31009263,QUẢNG BÌNH,5.75,8.75,,,7.35,8.25,,,,,,,21.35
31009299,QUẢNG BÌNH,6.5,8.0,,,4.25,5.25,,,,,,,16.0
31009311,QUẢNG BÌNH,4.25,8.0,,,6.6,5.25,,,,,,,16.1
31009314,QUẢNG BÌNH,4.5,7.75,,,5.0,6.0,,,,,,,15.5
31009334,QUẢNG BÌNH,7.25,8.0,,,5.35,6.5,,,,,,,19.1
31009349,QUẢNG BÌNH,4.75,7.0,,,3.2,3.6,,,,,,,11.55
31009350,QUẢNG BÌNH,5.35,8.75,,,5.25,6.85,,,,,,,17.45
31009367,QUẢNG BÌNH,4.75,4.75,,,4.85,7.5,,,,,,,17.1
31009372,QUẢNG BÌNH,4.75,8.0,,,6.0,4.25,,,,,,,15.0
31009381,QUẢNG BÌNH,3.5,8.5,,,5.0,5.25,,,,,,,13.75
31009389,QUẢNG BÌNH,5.5,7.75,,,5.85,7.0,,,,,,,18.35
31009395,QUẢNG BÌNH,5.25,7.75,,,5.35,5.35,,,,,,,15.95
31009439,QUẢNG BÌNH,5.5,8.75,,,5.25,6.25,,,,,,,17.0
31009456,QUẢNG BÌNH,6.75,,,,8.25,6.75,,,,,,,21.75
31009485,QUẢNG BÌNH,6.5,8.5,,,5.5,5.6,,,,,,,17.6
31009490,QUẢNG BÌNH,4.5,8.25,,,4.25,5.5,,,,,,,14.25
31009505,QUẢNG BÌNH,9.0,8.75,,,9.75,9.25,,,,,,,28.0
31009544,QUẢNG BÌNH,7.0,8.75,,,6.5,7.75,,,,,,,21.25
31009545,QUẢNG BÌNH,4.5,7.25,,,6.5,5.85,,,,,,,16.85
31009547,QUẢNG BÌNH,2.85,7.5,,,3.85,4.75,,,,,,,11.45
31009551,QUẢNG BÌNH,5.75,8.5,,,6.25,5.75,,,,,,,17.75
31009581,QUẢNG BÌNH,5.5,8.25,,,6.25,5.1,,,,,,,16.85
31009582,QUẢNG BÌNH,5.1,7.0,,,4.75,4.6,,,,,,,14.45
31009587,QUẢNG BÌNH,4.5,7.75,,,5.25,7.75,,,,,,,17.5
31009684,QUẢNG BÌNH,6.35,9.0,,,9.0,8.0,,,,,,,23.35
31009788,QUẢNG BÌNH,5.5,7.5,,,8.5,5.1,,,,,,,19.1
31009798,QUẢNG BÌNH,5.25,7.0,,,8.25,7.5,,,,,,,21.0
31009809,QUẢNG BÌNH,5.0,7.75,,,5.6,6.75,,,,,,,17.35
31009815,QUẢNG BÌNH,5.5,7.25,,,8.0,7.25,,,,,,,20.75
31009870,QUẢNG BÌNH,4.0,7.5,,,4.25,4.5,,,,,,,12.75
31009887,QUẢNG BÌNH,6.5,8.5,,,7.75,7.75,,,,,,,22.0
31009891,QUẢNG BÌNH,7.5,7.75,,,8.5,7.25,,,,,,,23.25
31009905,QUẢNG BÌNH,6.25,7.75,,,7.75,6.5,,,,,,,20.5
31009915,QUẢNG BÌNH,6.25,8.5,,,6.25,6.5,,,,,,,19.0
31009938,QUẢNG BÌNH,4.75,7.5,,,3.85,4.85,,,,,,,13.45
31009961,QUẢNG BÌNH,4.25,7.25,,,5.0,5.25,,,,,,,14.5
31009968,QUẢNG BÌNH,7.0,8.0,,,10.0,7.5,,,,,,,24.5
31009987,QUẢNG BÌNH,7.25,7.5,,,10.0,8.25,,,,,,,25.5
31010003,QUẢNG BÌNH,7.25,7.5,,,9.5,7.5,,,,,,,24.25
31010006,QUẢNG BÌNH,7.75,7.5,,,9.25,8.25,,,,,,,25.25
31010011,QUẢNG BÌNH,8.25,7.5,,,9.75,7.75,,,,,,,25.75
31010035,QUẢNG BÌNH,7.0,7.0,,,6.25,6.0,,,,,,,19.25
31010064,QUẢNG BÌNH,9.5,6.5,,,10.0,8.75,,,,,,,28.25
31010068,QUẢNG BÌNH,7.0,7.75,,,6.0,4.1,,,,,,,17.1
31010090,QUẢNG BÌNH,5.75,7.5,,,5.5,5.85,,,,,,,17.1
31010126,QUẢNG BÌNH,3.25,,,,5.0,4.1,,,,,,,12.35
31010144,QUẢNG BÌNH,7.25,7.5,,,8.5,7.25,,,,,,,23.0
31010149,QUẢNG BÌNH,5.75,4.25,,,6.25,5.5,,,,,,,17.5
31010195,QUẢNG BÌNH,3.25,5.75,,,4.0,5.0,,,,,,,12.25
31010214,QUẢNG BÌNH,5.75,8.0,,,7.25,6.25,,,,,,,19.25
31010231,QUẢNG BÌNH,6.25,8.0,,,9.0,7.25,,,,,,,22.5
31010274,QUẢNG BÌNH,3.75,6.0,,,5.5,4.35,,,,,,,13.6
31010311,QUẢNG BÌNH,6.25,6.75,,,5.35,6.5,,,,,,,18.1
31010316,QUẢNG BÌNH,4.25,5.5,,,3.5,5.85,,,,,,,13.6
31010322,QUẢNG BÌNH,3.25,7.0,,,3.6,5.25,,,,,,,12.1
31010345,QUẢNG BÌNH,3.2,6.75,,,4.0,5.25,,,,,,,12.45
31010358,QUẢNG BÌNH,5.5,7.0,,,3.85,4.75,,,,,,,14.1
31010519,QUẢNG BÌNH,6.0,8.25,,,8.25,4.95,,,,,,,19.2
31010563,QUẢNG BÌNH,6.25,7.75,,,6.35,8.25,,,,,,,20.85
31010574,QUẢNG BÌNH,3.85,8.0,,,4.6,5.25,,,,,,,13.7
31010637,QUẢNG BÌNH,4.85,8.5,,,3.85,6.0,,,,,,,14.7
31010656,QUẢNG BÌNH,5.5,8.0,,,3.5,5.0,,,,,,,14.0
31010661,QUẢNG BÌNH,4.85,7.75,,,2.7,3.35,,,,,,,10.9
31010701,QUẢNG BÌNH,5.0,7.0,,,6.0,6.5,,,,,,,17.5
31010706,QUẢNG BÌNH,6.5,7.5,,,6.0,6.75,,,,,,,19.25
31010722,QUẢNG BÌNH,3.35,6.75,,,6.0,5.35,,,,,,,14.7
31010738,QUẢNG BÌNH,3.5,5.5,,,4.75,4.0,,,,,,,12.25
31010745,QUẢNG BÌNH,5.6,4.0,,,6.5,6.1,,,,,,,18.2
31010771,QUẢNG BÌNH,3.5,7.0,,,3.25,4.0,,,,,,,10.75
31010782,QUẢNG BÌNH,8.25,6.5,,,9.75,8.75,,,,,,,26.75
31010792,QUẢNG BÌNH,3.5,6.75,,,4.85,4.1,,,,,,,12.45
31010817,QUẢNG BÌNH,4.25,6.25,,,6.0,4.0,,,,,,,14.25
31010824,QUẢNG BÌNH,4.0,6.75,,,3.85,6.6,,,,,,,14.45
31010857,QUẢNG BÌNH,4.7,7.0,,,5.25,5.6,,,,,,,15.549999999999999
31010879,QUẢNG BÌNH,6.0,7.25,,,7.25,6.25,,,,,,,19.5
31010895,QUẢNG BÌNH,6.0,7.5,,,5.85,7.25,,,,,,,19.1
31010936,QUẢNG BÌNH,4.5,5.25,,,2.6,4.5,,,,,,,11.6
31010940,QUẢNG BÌNH,3.85,6.75,,,5.75,4.45,,,,,,,14.05
31010941,QUẢNG BÌNH,6.5,6.5,,,6.25,7.0,,,,,,,19.75
31010963,QUẢNG BÌNH,3.85,6.5,,,4.7,6.75,,,,,,,15.3
31010965,QUẢNG BÌNH,3.75,7.25,,,2.5,5.1,,,,,,,11.35
31011018,QUẢNG BÌNH,3.25,6.0,,,4.0,4.25,,,,,,,11.5
31011055,QUẢNG BÌNH,3.6,6.75,,,3.5,4.75,,,,,,,11.85
31011073,QUẢNG BÌNH,3.0,5.0,,,3.75,4.75,,,,,,,11.5
31011093,QUẢNG BÌNH,5.1,8.25,,,8.5,7.25,,,,,,,20.85
31011103,QUẢNG BÌNH,3.75,6.0,,,3.85,4.25,,,,,,,11.85
31011197,QUẢNG BÌNH,8.5,7.25,,,10.0,7.25,,,,,,,25.75
31011222,QUẢNG BÌNH,6.5,7.25,,,9.25,7.25,,,,,,,23.0
31011229,QUẢNG BÌNH,3.25,7.0,,,3.35,6.25,,,,,,,12.85
31011232,QUẢNG BÌNH,6.0,7.0,,,7.25,8.75,,,,,,,22.0
31011261,QUẢNG BÌNH,6.5,7.5,,,5.5,4.6,,,,,,,16.6
31011302,QUẢNG BÌNH,6.25,7.75,,,5.25,6.25,,,,,,,17.75
31011322,QUẢNG BÌNH,5.0,6.25,,,4.0,7.0,,,,,,,16.0
31011371,QUẢNG BÌNH,3.85,7.0,,,6.25,4.6,,,,,,,14.7
31011423,QUẢNG BÌNH,5.75,8.0,,,8.0,8.5,,,,,,,22.25
31011503,QUẢNG BÌNH,6.5,7.75,,,5.25,5.75,,,,,,,17.5
31011544,QUẢNG BÌNH,4.5,6.5,,,4.75,5.2,,,,,,,14.45
32000001,QUẢNG TRỊ,4.35,6.5,,,4.5,5.0,,,,,,,13.85
32000028,QUẢNG TRỊ,6.75,,,,6.5,6.25,,,,,,,19.5
32000041,QUẢNG TRỊ,6.5,7.5,,,7.0,7.5,,,,,,,21.0
32000064,QUẢNG TRỊ,5.75,8.75,,,7.0,6.85,,,,,,,19.6
32000078,QUẢNG TRỊ,7.5,7.0,,,8.25,8.25,,,,,,,24.0
32000098,QUẢNG TRỊ,3.6,4.75,,,2.5,3.55,,,,,,,9.649999999999999
32000130,QUẢNG TRỊ,4.5,7.25,,,4.5,6.1,,,,,,,15.1
32000136,QUẢNG TRỊ,3.1,5.25,,,4.0,4.0,,,,,,,11.1
32000155,QUẢNG TRỊ,7.5,7.0,,,7.5,8.75,,,,,,,23.75
32000179,QUẢNG TRỊ,7.25,,,,9.0,9.25,,,,,,,25.5
32000189,QUẢNG TRỊ,5.35,6.75,,,4.6,6.5,,,,,,,16.45
32000193,QUẢNG TRỊ,6.5,6.25,,,8.0,7.75,,,,,,,22.25
32000218,QUẢNG TRỊ,7.25,6.25,,,6.0,6.1,,,,,,,19.35
32000223,QUẢNG TRỊ,4.75,6.75,,,5.25,6.25,,,,,,,16.25
32000254,QUẢNG TRỊ,7.0,6.75,,,5.6,7.25,,,,,,,19.85
32000262,QUẢNG TRỊ,5.1,7.75,,,6.1,7.6,,,,,,,18.799999999999997
32000264,QUẢNG TRỊ,5.75,7.75,,,8.75,8.5,,,,,,,23.0
32000286,QUẢNG TRỊ,7.25,8.25,,,7.25,7.75,,,,,,,22.25
32000292,QUẢNG TRỊ,7.0,8.75,,,7.75,7.75,,,,,,,22.5
32000297,QUẢNG TRỊ,8.0,7.25,,,8.0,7.75,,,,,,,23.75
32000333,QUẢNG TRỊ,5.75,6.75,,,4.1,6.25,,,,,,,16.1
32000355,QUẢNG TRỊ,6.0,7.25,,,6.25,6.25,,,,,,,18.5
32000392,QUẢNG TRỊ,5.0,4.75,,,4.0,5.5,,,,,,,14.5
32000398,QUẢNG TRỊ,3.5,5.25,,,6.0,5.7,,,,,,,15.2
32000409,QUẢNG TRỊ,9.5,7.5,,,9.5,7.5,,,,,,,26.5
32000410,QUẢNG TRỊ,5.85,6.5,,,6.5,6.25,,,,,,,18.6
32000422,QUẢNG TRỊ,5.5,,,,8.0,7.0,,,,,,,20.5
32000431,QUẢNG TRỊ,5.75,6.5,,,6.75,8.25,,,,,,,20.75
32000442,QUẢNG TRỊ,5.6,7.0,,,6.0,8.25,,,,,,,19.85
32000451,QUẢNG TRỊ,5.6,6.75,,,5.75,5.35,,,,,,,16.7
32000477,QUẢNG TRỊ,4.5,6.0,,,5.75,4.85,,,,,,,15.1
32000482,QUẢNG TRỊ,3.75,6.75,,,3.1,5.75,,,,,,,12.6
32000488,QUẢNG TRỊ,5.85,7.75,,,6.5,7.5,,,,,,,19.85
32000515,QUẢNG TRỊ,4.5,7.0,,,5.25,5.85,,,,,,,15.6
32000529,QUẢNG TRỊ,5.1,6.0,,,6.0,6.25,,,,,,,17.35
32000532,QUẢNG TRỊ,5.5,7.75,,,6.6,5.75,,,,,,,17.85
32000964,QUẢNG TRỊ,5.45,7.5,,,6.0,5.6,,,,,,,17.049999999999997
32000984,QUẢNG TRỊ,6.75,8.5,,,6.75,7.1,,,,,,,20.6
32000999,QUẢNG TRỊ,3.35,7.25,,,2.85,3.25,,,,,,,9.45
32001034,QUẢNG TRỊ,5.85,8.75,,,7.25,6.5,,,,,,,19.6
32001039,QUẢNG TRỊ,4.5,6.5,,,5.1,5.35,,,,,,,14.95
32001054,QUẢNG TRỊ,4.75,6.5,,,6.25,5.35,,,,,,,16.35
32001062,QUẢNG TRỊ,4.75,7.25,,,5.5,5.75,,,,,,,16.0
32001067,QUẢNG TRỊ,5.5,8.0,,,5.75,5.75,,,,,,,17.0
32001077,QUẢNG TRỊ,5.5,7.75,,,5.5,5.6,,,,,,,16.6
32001107,QUẢNG TRỊ,6.75,7.0,,,5.35,6.5,,,,,,,18.6
32001119,QUẢNG TRỊ,7.5,7.0,,,9.25,7.1,,,,,,,23.85
32001125,QUẢNG TRỊ,5.25,7.75,,,3.1,5.0,,,,,,,13.35
32001126,QUẢNG TRỊ,5.5,7.5,,,6.75,7.0,,,,,,,19.25
32001136,QUẢNG TRỊ,4.75,7.0,,,5.0,5.75,,,,,,,15.5
32001162,QUẢNG TRỊ,4.35,7.25,,,6.75,6.85,,,,,,,17.95
32001177,QUẢNG TRỊ,6.0,8.0,,,8.25,8.75,,,,,,,23.0
32001191,QUẢNG TRỊ,6.5,6.0,,,4.5,5.75,,,,,,,16.75
32001192,QUẢNG TRỊ,5.0,8.0,,,6.0,7.0,,,,,,,18.0
32001208,QUẢNG TRỊ,5.75,6.5,,,5.5,5.0,,,,,,,16.25
32001221,QUẢNG TRỊ,8.25,7.0,,,9.75,9.0,,,,,,,27.0
32001273,QUẢNG TRỊ,5.5,6.5,,,6.85,7.0,,,,,,,19.35
32001294,QUẢNG TRỊ,6.35,5.75,,,8.0,5.35,,,,,,,19.7
32001299,QUẢNG TRỊ,5.25,7.25,,,6.0,5.0,,,,,,,16.25
32001333,QUẢNG TRỊ,4.75,7.0,,,7.25,7.25,,,,,,,19.25
32001341,QUẢNG TRỊ,8.5,8.25,,,8.5,8.0,,,,,,,25.0
32001346,QUẢNG TRỊ,6.5,9.25,,,7.25,7.0,,,,,,,20.75
32001352,QUẢNG TRỊ,6.5,7.75,,,6.0,7.0,,,,,,,19.5
32001356,QUẢNG TRỊ,4.5,8.25,,,7.25,6.35,,,,,,,18.1
32001371,QUẢNG TRỊ,6.75,8.5,,,5.5,6.75,,,,,,,19.0
32001891,QUẢNG TRỊ,4.25,,,,3.35,3.6,,,,,,,11.2
32001912,QUẢNG TRỊ,8.5,,,,8.75,7.25,,,,,,,24.5
32002040,QUẢNG TRỊ,6.25,,,,5.0,5.1,,,,,,,16.35
32002316,QUẢNG TRỊ,6.0,8.0,,,6.0,5.25,,,,,,,17.25
32002326,QUẢNG TRỊ,6.0,9.0,,,8.25,6.5,,,,,,,20.75
32002328,QUẢNG TRỊ,5.75,8.0,,,8.5,8.1,,,,,,,22.35
32002332,QUẢNG TRỊ,5.0,8.75,,,7.25,8.0,,,,,,,20.25
32002341,QUẢNG TRỊ,5.25,7.25,,,4.6,5.35,,,,,,,15.2
32002347,QUẢNG TRỊ,4.5,8.0,,,6.75,7.25,,,,,,,18.5
32002368,QUẢNG TRỊ,7.5,8.25,,,8.25,8.5,,,,,,,24.25
32002379,QUẢNG TRỊ,8.75,7.25,,,9.5,8.5,,,,,,,26.75
32002381,QUẢNG TRỊ,4.25,8.25,,,5.25,4.7,,,,,,,14.2
32002384,QUẢNG TRỊ,7.75,8.0,,,9.25,8.75,,,,,,,25.75
32002385,QUẢNG TRỊ,9.0,7.5,,,8.25,7.5,,,,,,,24.75
32002389,QUẢNG TRỊ,4.75,7.0,,,7.0,6.75,,,,,,,18.5
32002398,QUẢNG TRỊ,7.0,7.75,,,8.0,7.25,,,,,,,22.25
32002408,QUẢNG TRỊ,8.5,7.25,,,9.0,8.0,,,,,,,25.5
32002411,QUẢNG TRỊ,4.75,7.25,,,4.5,4.75,,,,,,,14.0
32002416,QUẢNG TRỊ,7.1,7.75,,,8.0,8.25,,,,,,,23.35
32002422,QUẢNG TRỊ,6.0,8.0,,,6.0,4.25,,,,,,,16.25
32002426,QUẢNG TRỊ,6.25,8.5,,,4.75,5.1,,,,,,,16.1
32002428,QUẢNG TRỊ,8.25,6.5,,,7.75,7.0,,,,,,,23.0
32002447,QUẢNG TRỊ,7.0,6.75,,,7.5,7.1,,,,,,,21.6
32002448,QUẢNG TRỊ,6.0,6.0,,,6.75,6.25,,,,,,,19.0
32002458,QUẢNG TRỊ,3.1,6.25,,,6.0,5.75,,,,,,,14.85
32002462,QUẢNG TRỊ,9.0,7.25,,,9.75,8.75,,,,,,,27.5
32002463,QUẢNG TRỊ,7.0,5.75,,,8.25,8.35,,,,,,,23.6
32002467,QUẢNG TRỊ,7.25,8.75,,,9.0,7.35,,,,,,,23.6
32002476,QUẢNG TRỊ,6.5,7.5,,,8.25,6.75,,,,,,,21.5
32002487,QUẢNG TRỊ,6.25,8.25,,,9.5,8.75,,,,,,,24.5
32002488,QUẢNG TRỊ,5.1,7.75,,,5.25,7.25,,,,,,,17.6
32002489,QUẢNG TRỊ,5.75,7.5,,,5.75,5.1,,,,,,,16.6
32002498,QUẢNG TRỊ,8.25,8.5,,,9.75,8.5,,,,,,,26.5
32002505,QUẢNG TRỊ,7.5,7.5,,,8.25,8.0,,,,,,,23.75
32002514,QUẢNG TRỊ,6.0,8.25,,,5.5,5.1,,,,,,,16.6
32002520,QUẢNG TRỊ,4.75,7.75,,,4.6,5.1,,,,,,,14.45
32002528,QUẢNG TRỊ,5.25,7.0,,,7.75,6.1,,,,,,,19.1
32002543,QUẢNG TRỊ,5.25,7.5,,,6.0,4.85,,,,,,,16.1
32002551,QUẢNG TRỊ,7.5,7.0,,,6.75,6.0,,,,,,,20.25
32002561,QUẢNG TRỊ,6.25,7.75,,,6.25,6.0,,,,,,,18.5
32002562,QUẢNG TRỊ,7.0,8.0,,,9.0,6.95,,,,,,,22.95
32002573,QUẢNG TRỊ,3.85,7.75,,,3.35,6.6,,,,,,,13.8
32002575,QUẢNG TRỊ,8.5,8.75,,,9.25,8.25,,,,,,,26.0
32002576,QUẢNG TRỊ,8.5,7.75,,,9.25,7.5,,,,,,,25.25
32002593,QUẢNG TRỊ,6.75,6.75,,,7.5,8.25,,,,,,,22.5
32002595,QUẢNG TRỊ,5.25,6.0,,,4.6,6.6,,,,,,,16.45
32002596,QUẢNG TRỊ,4.85,7.75,,,3.85,5.1,,,,,,,13.799999999999999
32002603,QUẢNG TRỊ,4.75,7.25,,,5.25,4.5,,,,,,,14.5
32002609,QUẢNG TRỊ,9.0,6.75,,,10.0,8.0,,,,,,,27.0
32002620,QUẢNG TRỊ,5.75,7.75,,,7.75,8.5,,,,,,,22.0
32002624,QUẢNG TRỊ,6.0,7.0,,,7.0,5.85,,,,,,,18.85
32002625,QUẢNG TRỊ,5.0,7.25,,,4.25,6.5,,,,,,,15.75
32002628,QUẢNG TRỊ,6.0,6.0,,,6.0,6.0,,,,,,,18.0
32002639,QUẢNG TRỊ,7.6,7.25,,,9.25,8.25,,,,,,,25.1
32002651,QUẢNG TRỊ,7.75,6.0,,,8.75,7.75,,,,,,,24.25
32002655,QUẢNG TRỊ,7.25,7.5,,,9.0,8.25,,,,,,,24.5
32002656,QUẢNG TRỊ,3.75,7.75,,,2.6,3.95,,,,,,,10.3
32002659,QUẢNG TRỊ,6.75,7.5,,,7.5,6.5,,,,,,,20.75
32002660,QUẢNG TRỊ,7.0,7.75,,,7.0,7.25,,,,,,,21.25
32002668,QUẢNG TRỊ,5.1,7.75,,,6.75,6.5,,,,,,,18.35
32002669,QUẢNG TRỊ,5.0,8.0,,,2.6,5.1,,,,,,,12.7
32002675,QUẢNG TRỊ,5.0,7.5,,,3.35,5.35,,,,,,,13.7
32002678,QUẢNG TRỊ,8.0,8.0,,,8.75,6.75,,,,,,,23.5
32002685,QUẢNG TRỊ,4.25,7.5,,,3.95,5.2,,,,,,,13.399999999999999
32002693,QUẢNG TRỊ,5.25,7.5,,,6.5,6.5,,,,,,,18.25
32002697,QUẢNG TRỊ,5.75,7.75,,,6.25,6.5,,,,,,,18.5
32002698,QUẢNG TRỊ,6.0,9.0,,,6.0,7.25,,,,,,,19.25
32002701,QUẢNG TRỊ,5.1,8.75,,,5.35,7.5,,,,,,,17.95
32002702,QUẢNG TRỊ,6.0,7.5,,,7.1,7.5,,,,,,,20.6
32002703,QUẢNG TRỊ,4.0,6.0,,,4.2,5.0,,,,,,,13.2
32002704,QUẢNG TRỊ,6.5,8.25,,,9.25,7.5,,,,,,,23.25
32002713,QUẢNG TRỊ,5.25,7.25,,,8.5,7.75,,,,,,,21.5
32002714,QUẢNG TRỊ,6.0,7.5,,,6.1,6.35,,,,,,,18.45
32002718,QUẢNG TRỊ,3.1,7.25,,,3.45,2.7,,,,,,,9.25
32002722,QUẢNG TRỊ,4.5,6.75,,,4.0,5.6,,,,,,,14.1
32002730,QUẢNG TRỊ,9.0,8.75,,,9.75,8.75,,,,,,,27.5
32002746,QUẢNG TRỊ,8.5,7.25,,,9.75,10.0,,,,,,,28.25
32002759,QUẢNG TRỊ,7.5,7.75,,,9.25,7.75,,,,,,,24.5
32002791,QUẢNG TRỊ,5.0,8.5,,,5.25,6.6,,,,,,,16.85
32002819,QUẢNG TRỊ,5.75,7.5,,,6.25,5.0,,,,,,,17.0
32002839,QUẢNG TRỊ,8.25,6.75,,,9.25,9.25,,,,,,,26.75
